dataset,task,metric,fold,model,value
fakenewsnet,virality,recall,9,logreg_mistral,0.7931034482758621
fakenewsnet,virality,auc,9,logreg_mistral,0.7657550535077289
fakenewsnet,virality,accuracy,10,logreg_mistral,0.8103448275862069
fakenewsnet,virality,f1,10,logreg_mistral,0.8225806451612904
fakenewsnet,virality,precision,10,logreg_mistral,0.7727272727272727
fakenewsnet,virality,recall,10,logreg_mistral,0.8793103448275862
fakenewsnet,virality,auc,10,logreg_mistral,0.8463139120095124
fakenewsnet,virality,accuracy,1,rf_mistral,0.7413793103448276
fakenewsnet,virality,f1,1,rf_mistral,0.7222222222222222
fakenewsnet,virality,precision,1,rf_mistral,0.78
fakenewsnet,virality,recall,1,rf_mistral,0.6724137931034483
fakenewsnet,virality,auc,1,rf_mistral,0.8524078478002377
fakenewsnet,virality,accuracy,2,rf_mistral,0.7931034482758621
fakenewsnet,virality,f1,2,rf_mistral,0.7857142857142857
fakenewsnet,virality,precision,2,rf_mistral,0.8148148148148148
fakenewsnet,virality,recall,2,rf_mistral,0.7586206896551724
fakenewsnet,virality,auc,2,rf_mistral,0.8660820451843043
fakenewsnet,virality,accuracy,3,rf_mistral,0.75
fakenewsnet,virality,f1,3,rf_mistral,0.7521367521367521
fakenewsnet,virality,precision,3,rf_mistral,0.7457627118644068
fakenewsnet,virality,recall,3,rf_mistral,0.7586206896551724
fakenewsnet,virality,auc,3,rf_mistral,0.8473543400713437
fakenewsnet,virality,accuracy,4,rf_mistral,0.7241379310344828
fakenewsnet,virality,f1,4,rf_mistral,0.7192982456140351
fakenewsnet,virality,precision,4,rf_mistral,0.7321428571428571
fakenewsnet,virality,recall,4,rf_mistral,0.7068965517241379
fakenewsnet,virality,auc,4,rf_mistral,0.7942925089179549
fakenewsnet,virality,accuracy,5,rf_mistral,0.7672413793103449
fakenewsnet,virality,f1,5,rf_mistral,0.7567567567567568
fakenewsnet,virality,precision,5,rf_mistral,0.7924528301886793
fakenewsnet,virality,recall,5,rf_mistral,0.7241379310344828
fakenewsnet,virality,auc,5,rf_mistral,0.8424494649227111
fakenewsnet,virality,accuracy,6,rf_mistral,0.7413793103448276
fakenewsnet,virality,f1,6,rf_mistral,0.7368421052631579
fakenewsnet,virality,precision,6,rf_mistral,0.75
fakenewsnet,virality,recall,6,rf_mistral,0.7241379310344828
fakenewsnet,virality,auc,6,rf_mistral,0.839179548156956
fakenewsnet,virality,accuracy,7,rf_mistral,0.7413793103448276
fakenewsnet,virality,f1,7,rf_mistral,0.7115384615384616
fakenewsnet,virality,precision,7,rf_mistral,0.8043478260869565
fakenewsnet,virality,recall,7,rf_mistral,0.6379310344827587
fakenewsnet,virality,auc,7,rf_mistral,0.9090368608799049
fakenewsnet,virality,accuracy,8,rf_mistral,0.7327586206896551
fakenewsnet,virality,f1,8,rf_mistral,0.7304347826086957
fakenewsnet,virality,precision,8,rf_mistral,0.7368421052631579
fakenewsnet,virality,recall,8,rf_mistral,0.7241379310344828
fakenewsnet,virality,auc,8,rf_mistral,0.8501783590963139
fakenewsnet,virality,accuracy,9,rf_mistral,0.6982758620689655
fakenewsnet,virality,f1,9,rf_mistral,0.6846846846846847
fakenewsnet,virality,precision,9,rf_mistral,0.7169811320754716
fakenewsnet,virality,recall,9,rf_mistral,0.6551724137931034
fakenewsnet,virality,auc,9,rf_mistral,0.7935493460166468
fakenewsnet,virality,accuracy,10,rf_mistral,0.8017241379310345
fakenewsnet,virality,f1,10,rf_mistral,0.8
fakenewsnet,virality,precision,10,rf_mistral,0.8070175438596491
fakenewsnet,virality,recall,10,rf_mistral,0.7931034482758621
fakenewsnet,virality,auc,10,rf_mistral,0.8975921521997622
fakenewsnet,virality,accuracy,1,xgboost_mistral,0.75
fakenewsnet,virality,f1,1,xgboost_mistral,0.7433628318584071
fakenewsnet,virality,precision,1,xgboost_mistral,0.7636363636363637
fakenewsnet,virality,recall,1,xgboost_mistral,0.7241379310344828
fakenewsnet,virality,auc,1,xgboost_mistral,0.8498810939357908
fakenewsnet,virality,accuracy,2,xgboost_mistral,0.7155172413793104
fakenewsnet,virality,f1,2,xgboost_mistral,0.7226890756302521
fakenewsnet,virality,precision,2,xgboost_mistral,0.7049180327868853
fakenewsnet,virality,recall,2,xgboost_mistral,0.7413793103448276
fakenewsnet,virality,auc,2,xgboost_mistral,0.8219381688466111
fakenewsnet,virality,accuracy,3,xgboost_mistral,0.75
fakenewsnet,virality,f1,3,xgboost_mistral,0.7563025210084033
fakenewsnet,virality,precision,3,xgboost_mistral,0.7377049180327869
fakenewsnet,virality,recall,3,xgboost_mistral,0.7758620689655172
fakenewsnet,virality,auc,3,xgboost_mistral,0.8252080856123661
fakenewsnet,virality,accuracy,4,xgboost_mistral,0.6637931034482759
fakenewsnet,virality,f1,4,xgboost_mistral,0.6776859504132231
fakenewsnet,virality,precision,4,xgboost_mistral,0.6507936507936508
fakenewsnet,virality,recall,4,xgboost_mistral,0.7068965517241379
fakenewsnet,virality,auc,4,xgboost_mistral,0.778834720570749
fakenewsnet,virality,accuracy,5,xgboost_mistral,0.6810344827586207
fakenewsnet,virality,f1,5,xgboost_mistral,0.6837606837606838
fakenewsnet,virality,precision,5,xgboost_mistral,0.6779661016949152
fakenewsnet,virality,recall,5,xgboost_mistral,0.6896551724137931
fakenewsnet,virality,auc,5,xgboost_mistral,0.821640903686088
fakenewsnet,virality,accuracy,6,xgboost_mistral,0.7672413793103449
fakenewsnet,virality,f1,6,xgboost_mistral,0.7768595041322314
fakenewsnet,virality,precision,6,xgboost_mistral,0.746031746031746
fakenewsnet,virality,recall,6,xgboost_mistral,0.8103448275862069
fakenewsnet,virality,auc,6,xgboost_mistral,0.8365041617122473
fakenewsnet,virality,accuracy,7,xgboost_mistral,0.8103448275862069
fakenewsnet,virality,f1,7,xgboost_mistral,0.8070175438596491
fakenewsnet,virality,precision,7,xgboost_mistral,0.8214285714285714
fakenewsnet,virality,recall,7,xgboost_mistral,0.7931034482758621
fakenewsnet,virality,auc,7,xgboost_mistral,0.8992271105826397
fakenewsnet,virality,accuracy,8,xgboost_mistral,0.75
fakenewsnet,virality,f1,8,xgboost_mistral,0.7563025210084033
fakenewsnet,virality,precision,8,xgboost_mistral,0.7377049180327869
fakenewsnet,virality,recall,8,xgboost_mistral,0.7758620689655172
fakenewsnet,virality,auc,8,xgboost_mistral,0.8353151010701546
fakenewsnet,virality,accuracy,9,xgboost_mistral,0.6810344827586207
fakenewsnet,virality,f1,9,xgboost_mistral,0.6837606837606838
fakenewsnet,virality,precision,9,xgboost_mistral,0.6779661016949152
fakenewsnet,virality,recall,9,xgboost_mistral,0.6896551724137931
fakenewsnet,virality,auc,9,xgboost_mistral,0.7684304399524375
fakenewsnet,virality,accuracy,10,xgboost_mistral,0.7931034482758621
fakenewsnet,virality,f1,10,xgboost_mistral,0.7931034482758621
fakenewsnet,virality,precision,10,xgboost_mistral,0.7931034482758621
fakenewsnet,virality,recall,10,xgboost_mistral,0.7931034482758621
fakenewsnet,virality,auc,10,xgboost_mistral,0.8733650416171225
